model,n_features,n_splits,scorer,outliers,scores
Ridge,5,5,mse,yes,"[1.49668567e+01 1.08756749e+00 2.67374293e-01 5.26080465e-01
 4.94657701e+02]"
Ridge,5,5,mse,no,"[ 2.06595689e+01  8.08143098e-01 -3.05303100e-02  8.34149993e-01
  2.00539171e+02]"
Ridge,6,5,r2_score,yes,"[-1.17394759e+01 -1.14099922e+00 -2.68562253e-01 -5.37358997e-01
 -2.65359973e+03]"
Ridge,6,5,r2_score,no,"[-1.73196557e+01 -8.60238498e-01  1.63109770e-02 -7.75171601e-01
 -3.36394191e+02]"
Ridge,6,5,mae,yes,[-0.18284918 -1.07388742 -0.52248388 -1.48943332 -1.06662855]
Ridge,6,5,mae,no,[-0.18189421 -0.89675432 -0.58390382 -1.72561865 -0.82608203]
Ridge,6,5,mse,yes,"[1.17394759e+01 1.14099922e+00 2.68562253e-01 5.37358997e-01
 2.65359973e+03]"
Ridge,6,5,mse,no,"[ 1.73196557e+01  8.60238498e-01 -1.63109770e-02  7.75171601e-01
  3.36394191e+02]"
Ridge,7,5,r2_score,yes,"[-9.49832095e+00 -1.15555701e+00 -2.62468563e-01 -5.56048026e-01
 -2.65253024e+03]"
Ridge,7,5,r2_score,no,"[-1.13926043e+01 -9.03908269e-01 -1.75996884e-02 -8.14145388e-01
 -3.43336679e+02]"
Ridge,7,5,mae,yes,[-0.17301543 -1.07851181 -0.52806025 -1.50662357 -1.06124672]
Ridge,7,5,mae,no,[-0.1479307  -0.90565403 -0.57850229 -1.77142517 -0.83369962]
Ridge,7,5,mse,yes,"[9.49832095e+00 1.15555701e+00 2.62468563e-01 5.56048026e-01
 2.65253024e+03]"
Ridge,7,5,mse,no,"[1.13926043e+01 9.03908269e-01 1.75996884e-02 8.14145388e-01
 3.43336679e+02]"
Ridge,8,5,r2_score,yes,"[-1.27411907e+01 -1.13204302e+00 -4.46806712e-01 -5.61068382e-01
 -2.78007140e+03]"
Ridge,8,5,r2_score,no,"[-1.41834224e+01 -8.84034115e-01  1.14516615e-03 -8.09689807e-01
 -3.13624883e+02]"
Ridge,8,5,mae,yes,[-0.19184903 -1.06950815 -0.56883538 -1.48622599 -1.05681767]
Ridge,8,5,mae,no,[-0.16662565 -0.9024548  -0.58914172 -1.72839194 -0.79237529]
Ridge,8,5,mse,yes,"[1.27411907e+01 1.13204302e+00 4.46806712e-01 5.61068382e-01
 2.78007140e+03]"
Ridge,8,5,mse,no,"[ 1.41834224e+01  8.84034115e-01 -1.14516615e-03  8.09689807e-01
  3.13624883e+02]"
Ridge,9,5,r2_score,yes,"[-1.27521109e+01 -1.12887713e+00 -4.26482410e-01 -5.45208008e-01
 -6.97552105e+03]"
Ridge,9,5,r2_score,no,"[-1.44939176e+01 -8.86506625e-01  7.05424537e-03 -7.94157385e-01
 -4.37121991e+02]"
Ridge,9,5,mae,yes,[-0.191973   -1.06877292 -0.57503693 -1.45725288 -2.07490707]
Ridge,9,5,mae,no,[-0.16945857 -0.90284852 -0.58931659 -1.70600974 -0.83767601]
Ridge,9,5,mse,yes,"[1.27521109e+01 1.12887713e+00 4.26482410e-01 5.45208008e-01
 6.97552105e+03]"
Ridge,9,5,mse,no,"[ 1.44939176e+01  8.86506625e-01 -7.05424537e-03  7.94157385e-01
  4.37121991e+02]"
Ridge,10,5,r2_score,yes,"[-1.18670824e+01 -1.50486548e+00 -1.84165051e-01 -5.31074945e-01
 -7.13014204e+03]"
Ridge,10,5,r2_score,no,"[-1.21623994e+01 -9.57967229e-01 -1.12820271e-02 -7.82211695e-01
 -2.87843555e+02]"
Ridge,10,5,mae,yes,[-0.18320153 -1.14718182 -0.49191222 -1.49667586 -1.88381379]
Ridge,10,5,mae,no,[-0.15987392 -0.9074937  -0.60285986 -1.68686764 -0.63668759]
Ridge,10,5,mse,yes,"[1.18670824e+01 1.50486548e+00 1.84165051e-01 5.31074945e-01
 7.13014204e+03]"
Ridge,10,5,mse,no,"[1.21623994e+01 9.57967229e-01 1.12820271e-02 7.82211695e-01
 2.87843555e+02]"
Ridge,11,5,r2_score,yes,"[-1.06692296e+01 -1.46491085e+00 -2.07088930e-01 -5.19111936e-01
 -4.99231762e+03]"
Ridge,11,5,r2_score,no,"[-1.32752436e+01 -9.62333307e-01 -6.28166392e-03 -8.25495349e-01
 -2.22011752e+02]"
Ridge,11,5,mae,yes,[-0.17071552 -1.13975539 -0.49175415 -1.48402084 -1.37729752]
Ridge,11,5,mae,no,[-0.16955702 -0.90963044 -0.60282933 -1.70229968 -0.58144367]
Ridge,11,5,mse,yes,"[1.06692296e+01 1.46491085e+00 2.07088930e-01 5.19111936e-01
 4.99231762e+03]"
Ridge,11,5,mse,no,"[1.32752436e+01 9.62333307e-01 6.28166392e-03 8.25495349e-01
 2.22011752e+02]"
Ridge,12,5,r2_score,yes,"[-7.72904531e+00 -1.46799814e+00 -4.98306251e-01 -5.20355178e-01
 -5.10859197e+03]"
Ridge,12,5,r2_score,no,"[-1.20505775e+01 -8.96199398e-01 -3.89941760e-02 -7.80363681e-01
 -1.61909297e+02]"
Ridge,12,5,mae,yes,[-0.15911422 -1.13282763 -0.52879906 -1.4809166  -1.40084278]
Ridge,12,5,mae,no,[-0.16363699 -0.89171896 -0.59701619 -1.7305912  -0.55334746]
Ridge,12,5,mse,yes,"[7.72904531e+00 1.46799814e+00 4.98306251e-01 5.20355178e-01
 5.10859197e+03]"
Ridge,12,5,mse,no,"[1.20505775e+01 8.96199398e-01 3.89941760e-02 7.80363681e-01
 1.61909297e+02]"
Ridge,13,5,r2_score,yes,"[-6.63128721e+00 -1.48474902e+00 -4.92372403e-01 -5.25376685e-01
 -4.85280083e+03]"
Ridge,13,5,r2_score,no,"[-1.06153802e+01 -9.41117722e-01 -2.56600081e-02 -7.82716996e-01
 -1.49426891e+02]"
Ridge,13,5,mae,yes,[-0.14597841 -1.14337965 -0.52105836 -1.48417524 -1.3470927 ]
Ridge,13,5,mae,no,[-0.15562364 -0.91353192 -0.59216663 -1.6860277  -0.50205493]
Ridge,13,5,mse,yes,"[6.63128721e+00 1.48474902e+00 4.92372403e-01 5.25376685e-01
 4.85280083e+03]"
Ridge,13,5,mse,no,"[1.06153802e+01 9.41117722e-01 2.56600081e-02 7.82716996e-01
 1.49426891e+02]"
Ridge,14,5,r2_score,yes,"[-6.98443177e+00 -1.49861221e+00 -7.91883650e-01 -5.36090070e-01
 -4.79942117e+03]"
Ridge,14,5,r2_score,no,"[-1.06153802e+01 -9.41117722e-01 -2.56600081e-02 -7.82716996e-01
 -1.49426891e+02]"
Ridge,14,5,mae,yes,[-0.1507175  -1.1477442  -0.56134811 -1.49565112 -1.32855164]
Ridge,14,5,mae,no,[-0.15562364 -0.91353192 -0.59216663 -1.6860277  -0.50205493]
Ridge,14,5,mse,yes,"[6.98443177e+00 1.49861221e+00 7.91883650e-01 5.36090070e-01
 4.79942117e+03]"
Ridge,14,5,mse,no,"[1.06153802e+01 9.41117722e-01 2.56600081e-02 7.82716996e-01
 1.49426891e+02]"
Ridge,15,5,r2_score,yes,"[-6.98443177e+00 -1.57828076e+00 -8.51305858e-01 -4.89213843e-01
 -7.47940475e+03]"
Ridge,15,5,r2_score,no,"[-1.06153802e+01 -1.01498804e+00 -1.64917822e-02 -7.20021647e-01
 -8.31882392e+01]"
Ridge,15,5,mae,yes,[-0.1507175  -1.16409489 -0.59012128 -1.47856623 -1.26581379]
Ridge,15,5,mae,no,[-0.15562364 -0.92597434 -0.5973545  -1.6553764  -0.2895249 ]
Ridge,15,5,mse,yes,"[6.98443177e+00 1.57828076e+00 8.51305858e-01 4.89213843e-01
 7.47940475e+03]"
Ridge,15,5,mse,no,"[1.06153802e+01 1.01498804e+00 1.64917822e-02 7.20021647e-01
 8.31882392e+01]"
Lasso,2,2,r2_score,yes,[-0.22060302 -0.08264053]
Lasso,2,2,r2_score,no,[-0.14851857 -0.19097515]
Lasso,2,2,mae,yes,[-0.62759083 -0.91184221]
Lasso,2,2,mae,no,[-0.55311604 -1.05291601]
Lasso,2,2,mse,yes,[0.22060302 0.08264053]
Lasso,2,2,mse,no,[0.14851857 0.19097515]
Lasso,3,2,r2_score,yes,[-0.22060302 -0.08264053]
Lasso,3,2,r2_score,no,[-0.14851857 -0.19097515]
Lasso,3,2,mae,yes,[-0.62759083 -0.91184221]
Lasso,3,2,mae,no,[-0.55311604 -1.05291601]
Lasso,3,2,mse,yes,[0.22060302 0.08264053]
Lasso,3,2,mse,no,[0.14851857 0.19097515]
Lasso,4,2,r2_score,yes,[-0.22060302 -0.08264053]
Lasso,4,2,r2_score,no,[-0.14851857 -0.19097515]
Lasso,4,2,mae,yes,[-0.62759083 -0.91184221]
Lasso,4,2,mae,no,[-0.55311604 -1.05291601]
Lasso,4,2,mse,yes,[0.22060302 0.08264053]
Lasso,4,2,mse,no,[0.14851857 0.19097515]
Lasso,5,2,r2_score,yes,[-0.22060302 -0.08264053]
Lasso,5,2,r2_score,no,[-0.14851857 -0.19097515]
Lasso,5,2,mae,yes,[-0.62759083 -0.91184221]
Lasso,5,2,mae,no,[-0.55311604 -1.05291601]
Lasso,5,2,mse,yes,[0.22060302 0.08264053]
Lasso,5,2,mse,no,[0.14851857 0.19097515]
Lasso,6,2,r2_score,yes,[-0.22060302 -0.08264053]
Lasso,6,2,r2_score,no,[-0.14851857 -0.19097515]
Lasso,6,2,mae,yes,[-0.62759083 -0.91184221]
Lasso,6,2,mae,no,[-0.55311604 -1.05291601]
Lasso,6,2,mse,yes,[0.22060302 0.08264053]
Lasso,6,2,mse,no,[0.14851857 0.19097515]
Lasso,7,2,r2_score,yes,[-0.22060302 -0.08264053]
Lasso,7,2,r2_score,no,[-0.14851857 -0.19097515]
Lasso,7,2,mae,yes,[-0.62759083 -0.91184221]
Lasso,7,2,mae,no,[-0.55311604 -1.05291601]
Lasso,7,2,mse,yes,[0.22060302 0.08264053]
Lasso,7,2,mse,no,[0.14851857 0.19097515]
Lasso,8,2,r2_score,yes,[-0.22060302 -0.08264053]
Lasso,8,2,r2_score,no,[-0.14851857 -0.19097515]
Lasso,8,2,mae,yes,[-0.62759083 -0.91184221]
Lasso,8,2,mae,no,[-0.55311604 -1.05291601]
Lasso,8,2,mse,yes,[0.22060302 0.08264053]
Lasso,8,2,mse,no,[0.14851857 0.19097515]
Lasso,9,2,r2_score,yes,[-0.22060302 -0.08264053]
Lasso,9,2,r2_score,no,[-0.14851857 -0.19097515]
Lasso,9,2,mae,yes,[-0.62759083 -0.91184221]
Lasso,9,2,mae,no,[-0.55311604 -1.05291601]
Lasso,9,2,mse,yes,[0.22060302 0.08264053]
Lasso,9,2,mse,no,[0.14851857 0.19097515]
Lasso,10,2,r2_score,yes,[-0.22060302 -0.08264053]
Lasso,10,2,r2_score,no,[-0.14851857 -0.19097515]
Lasso,10,2,mae,yes,[-0.62759083 -0.91184221]
Lasso,10,2,mae,no,[-0.55311604 -1.05291601]
Lasso,10,2,mse,yes,[0.22060302 0.08264053]
Lasso,10,2,mse,no,[0.14851857 0.19097515]
Lasso,11,2,r2_score,yes,[-0.22060302 -0.08264053]
Lasso,11,2,r2_score,no,[-0.14851857 -0.19097515]
Lasso,11,2,mae,yes,[-0.62759083 -0.91184221]
Lasso,11,2,mae,no,[-0.55311604 -1.05291601]
Lasso,11,2,mse,yes,[0.22060302 0.08264053]
Lasso,11,2,mse,no,[0.14851857 0.19097515]
Lasso,12,2,r2_score,yes,[-0.22060302 -0.08264053]
Lasso,12,2,r2_score,no,[-0.14851857 -0.19097515]
Lasso,12,2,mae,yes,[-0.62759083 -0.91184221]
Lasso,12,2,mae,no,[-0.55311604 -1.05291601]
Lasso,12,2,mse,yes,[0.22060302 0.08264053]
Lasso,12,2,mse,no,[0.14851857 0.19097515]
Lasso,13,2,r2_score,yes,[-0.22060302 -0.08264053]
Lasso,13,2,r2_score,no,[-0.14851857 -0.19097515]
Lasso,13,2,mae,yes,[-0.62759083 -0.91184221]
Lasso,13,2,mae,no,[-0.55311604 -1.05291601]
Lasso,13,2,mse,yes,[0.22060302 0.08264053]
Lasso,13,2,mse,no,[0.14851857 0.19097515]
Lasso,14,2,r2_score,yes,[-0.22060302 -0.08264053]
Lasso,14,2,r2_score,no,[-0.14851857 -0.19097515]
Lasso,14,2,mae,yes,[-0.62759083 -0.91184221]
Lasso,14,2,mae,no,[-0.55311604 -1.05291601]
Lasso,14,2,mse,yes,[0.22060302 0.08264053]
Lasso,14,2,mse,no,[0.14851857 0.19097515]
Lasso,15,2,r2_score,yes,[-0.22060302 -0.08264053]
Lasso,15,2,r2_score,no,[-0.14851857 -0.19097515]
Lasso,15,2,mae,yes,[-0.62759083 -0.91184221]
Lasso,15,2,mae,no,[-0.55311604 -1.05291601]
Lasso,15,2,mse,yes,[0.22060302 0.08264053]
Lasso,15,2,mse,no,[0.14851857 0.19097515]
Lasso,2,3,r2_score,yes,[-2.54225658e-01 -1.85897290e-01 -2.24943189e+02]
Lasso,2,3,r2_score,no,[-0.12515302 -0.33345276 -0.69419314]
Lasso,2,3,mae,yes,[-0.75341181 -1.2139069  -0.61692839]
Lasso,2,3,mae,no,[-0.64889578 -1.33354012 -0.6878178 ]
Lasso,2,3,mse,yes,[2.54225658e-01 1.85897290e-01 2.24943189e+02]
Lasso,2,3,mse,no,[0.12515302 0.33345276 0.69419314]
Lasso,3,3,r2_score,yes,[-2.54225658e-01 -1.85897290e-01 -2.24943189e+02]
Lasso,3,3,r2_score,no,[-0.12515302 -0.33345276 -0.69419314]
Lasso,3,3,mae,yes,[-0.75341181 -1.2139069  -0.61692839]
Lasso,3,3,mae,no,[-0.64889578 -1.33354012 -0.6878178 ]
Lasso,3,3,mse,yes,[2.54225658e-01 1.85897290e-01 2.24943189e+02]
Lasso,3,3,mse,no,[0.12515302 0.33345276 0.69419314]
Lasso,4,3,r2_score,yes,[-2.54225658e-01 -1.85897290e-01 -2.24943189e+02]
Lasso,4,3,r2_score,no,[-0.12515302 -0.33345276 -0.69419314]
Lasso,4,3,mae,yes,[-0.75341181 -1.2139069  -0.61692839]
Lasso,4,3,mae,no,[-0.64889578 -1.33354012 -0.6878178 ]
Lasso,4,3,mse,yes,[2.54225658e-01 1.85897290e-01 2.24943189e+02]
Lasso,4,3,mse,no,[0.12515302 0.33345276 0.69419314]
Lasso,5,3,r2_score,yes,[-2.54225658e-01 -1.85897290e-01 -2.24943189e+02]
Lasso,5,3,r2_score,no,[-0.12515302 -0.33345276 -0.69419314]
Lasso,5,3,mae,yes,[-0.75341181 -1.2139069  -0.61692839]
Lasso,5,3,mae,no,[-0.64889578 -1.33354012 -0.6878178 ]
Lasso,5,3,mse,yes,[2.54225658e-01 1.85897290e-01 2.24943189e+02]
Lasso,5,3,mse,no,[0.12515302 0.33345276 0.69419314]
Lasso,6,3,r2_score,yes,[-2.54225658e-01 -1.85897290e-01 -2.24943189e+02]
Lasso,6,3,r2_score,no,[-0.12515302 -0.33345276 -0.69419314]
Lasso,6,3,mae,yes,[-0.75341181 -1.2139069  -0.61692839]
Lasso,6,3,mae,no,[-0.64889578 -1.33354012 -0.6878178 ]
Lasso,6,3,mse,yes,[2.54225658e-01 1.85897290e-01 2.24943189e+02]
Lasso,6,3,mse,no,[0.12515302 0.33345276 0.69419314]
Lasso,7,3,r2_score,yes,[-2.54225658e-01 -1.85897290e-01 -2.24943189e+02]
Lasso,7,3,r2_score,no,[-0.12515302 -0.33345276 -0.69419314]
Lasso,7,3,mae,yes,[-0.75341181 -1.2139069  -0.61692839]
Lasso,7,3,mae,no,[-0.64889578 -1.33354012 -0.6878178 ]
Lasso,7,3,mse,yes,[2.54225658e-01 1.85897290e-01 2.24943189e+02]
Lasso,7,3,mse,no,[0.12515302 0.33345276 0.69419314]
Lasso,8,3,r2_score,yes,[-2.54225658e-01 -1.85897290e-01 -2.24943189e+02]
Lasso,8,3,r2_score,no,[-0.12515302 -0.33345276 -0.69419314]
Lasso,8,3,mae,yes,[-0.75341181 -1.2139069  -0.61692839]
Lasso,8,3,mae,no,[-0.64889578 -1.33354012 -0.6878178 ]
Lasso,8,3,mse,yes,[2.54225658e-01 1.85897290e-01 2.24943189e+02]
Lasso,8,3,mse,no,[0.12515302 0.33345276 0.69419314]
Lasso,9,3,r2_score,yes,[-2.54225658e-01 -1.85897290e-01 -2.24943189e+02]
Lasso,9,3,r2_score,no,[-0.12515302 -0.33345276 -0.69419314]
Lasso,9,3,mae,yes,[-0.75341181 -1.2139069  -0.61692839]
Lasso,9,3,mae,no,[-0.64889578 -1.33354012 -0.6878178 ]
Lasso,9,3,mse,yes,[2.54225658e-01 1.85897290e-01 2.24943189e+02]
Lasso,9,3,mse,no,[0.12515302 0.33345276 0.69419314]
Lasso,10,3,r2_score,yes,[-2.54225658e-01 -1.85897290e-01 -2.24943189e+02]
Lasso,10,3,r2_score,no,[-0.12515302 -0.33345276 -0.69419314]
Lasso,10,3,mae,yes,[-0.75341181 -1.2139069  -0.61692839]
Lasso,10,3,mae,no,[-0.64889578 -1.33354012 -0.6878178 ]
Lasso,10,3,mse,yes,[2.54225658e-01 1.85897290e-01 2.24943189e+02]
Lasso,10,3,mse,no,[0.12515302 0.33345276 0.69419314]
Lasso,11,3,r2_score,yes,[-2.54225658e-01 -1.85897290e-01 -2.24943189e+02]
Lasso,11,3,r2_score,no,[-0.12515302 -0.33345276 -0.69419314]
Lasso,11,3,mae,yes,[-0.75341181 -1.2139069  -0.61692839]
Lasso,11,3,mae,no,[-0.64889578 -1.33354012 -0.6878178 ]
Lasso,11,3,mse,yes,[2.54225658e-01 1.85897290e-01 2.24943189e+02]
Lasso,11,3,mse,no,[0.12515302 0.33345276 0.69419314]
Lasso,12,3,r2_score,yes,[-2.54225658e-01 -1.85897290e-01 -2.24943189e+02]
Lasso,12,3,r2_score,no,[-0.12515302 -0.33345276 -0.69419314]
Lasso,12,3,mae,yes,[-0.75341181 -1.2139069  -0.61692839]
Lasso,12,3,mae,no,[-0.64889578 -1.33354012 -0.6878178 ]
Lasso,12,3,mse,yes,[2.54225658e-01 1.85897290e-01 2.24943189e+02]
Lasso,12,3,mse,no,[0.12515302 0.33345276 0.69419314]
Lasso,13,3,r2_score,yes,[-2.54225658e-01 -1.85897290e-01 -2.24943189e+02]
Lasso,13,3,r2_score,no,[-0.12515302 -0.33345276 -0.69419314]
Lasso,13,3,mae,yes,[-0.75341181 -1.2139069  -0.61692839]
Lasso,13,3,mae,no,[-0.64889578 -1.33354012 -0.6878178 ]
Lasso,13,3,mse,yes,[2.54225658e-01 1.85897290e-01 2.24943189e+02]
Lasso,13,3,mse,no,[0.12515302 0.33345276 0.69419314]
Lasso,14,3,r2_score,yes,[-2.54225658e-01 -1.85897290e-01 -2.24943189e+02]
Lasso,14,3,r2_score,no,[-0.12515302 -0.33345276 -0.69419314]
Lasso,14,3,mae,yes,[-0.75341181 -1.2139069  -0.61692839]
Lasso,14,3,mae,no,[-0.64889578 -1.33354012 -0.6878178 ]
Lasso,14,3,mse,yes,[2.54225658e-01 1.85897290e-01 2.24943189e+02]
Lasso,14,3,mse,no,[0.12515302 0.33345276 0.69419314]
Lasso,15,3,r2_score,yes,[-2.54225658e-01 -1.85897290e-01 -2.24943189e+02]
Lasso,15,3,r2_score,no,[-0.12515302 -0.33345276 -0.69419314]
Lasso,15,3,mae,yes,[-0.75341181 -1.2139069  -0.61692839]
Lasso,15,3,mae,no,[-0.64889578 -1.33354012 -0.6878178 ]
Lasso,15,3,mse,yes,[2.54225658e-01 1.85897290e-01 2.24943189e+02]
Lasso,15,3,mse,no,[0.12515302 0.33345276 0.69419314]
Lasso,2,4,r2_score,yes,[-7.91217738e-02 -4.79874743e-03 -3.78066464e-01 -1.89793893e+02]
Lasso,2,4,r2_score,no,[-7.74539161e-02 -1.01997701e-01 -7.84330098e-01 -1.96699870e+02]
Lasso,2,4,mae,yes,[-0.6542481  -0.57134872 -1.38106018 -0.58117168]
Lasso,2,4,mae,no,[-0.64757973 -0.45306428 -1.70851085 -0.61139316]
Lasso,2,4,mse,yes,[7.91217738e-02 4.79874743e-03 3.78066464e-01 1.89793893e+02]
Lasso,2,4,mse,no,[7.74539161e-02 1.01997701e-01 7.84330098e-01 1.96699870e+02]
Lasso,3,4,r2_score,yes,[-7.91217738e-02 -4.79874743e-03 -3.78066464e-01 -1.89793893e+02]
Lasso,3,4,r2_score,no,[-7.74539161e-02 -1.01997701e-01 -7.84330098e-01 -1.96699870e+02]
Lasso,3,4,mae,yes,[-0.6542481  -0.57134872 -1.38106018 -0.58117168]
Lasso,3,4,mae,no,[-0.64757973 -0.45306428 -1.70851085 -0.61139316]
Lasso,3,4,mse,yes,[7.91217738e-02 4.79874743e-03 3.78066464e-01 1.89793893e+02]
Lasso,3,4,mse,no,[7.74539161e-02 1.01997701e-01 7.84330098e-01 1.96699870e+02]
Lasso,4,4,r2_score,yes,[-7.91217738e-02 -4.79874743e-03 -3.78066464e-01 -1.89793893e+02]
Lasso,4,4,r2_score,no,[-7.74539161e-02 -1.01997701e-01 -7.84330098e-01 -1.96699870e+02]
Lasso,4,4,mae,yes,[-0.6542481  -0.57134872 -1.38106018 -0.58117168]
Lasso,4,4,mae,no,[-0.64757973 -0.45306428 -1.70851085 -0.61139316]
Lasso,4,4,mse,yes,[7.91217738e-02 4.79874743e-03 3.78066464e-01 1.89793893e+02]
Lasso,4,4,mse,no,[7.74539161e-02 1.01997701e-01 7.84330098e-01 1.96699870e+02]
Lasso,5,4,r2_score,yes,[-7.91217738e-02 -4.79874743e-03 -3.78066464e-01 -1.89793893e+02]
Lasso,5,4,r2_score,no,[-7.74539161e-02 -1.01997701e-01 -7.84330098e-01 -1.96699870e+02]
Lasso,5,4,mae,yes,[-0.6542481  -0.57134872 -1.38106018 -0.58117168]
Lasso,5,4,mae,no,[-0.64757973 -0.45306428 -1.70851085 -0.61139316]
Lasso,5,4,mse,yes,[7.91217738e-02 4.79874743e-03 3.78066464e-01 1.89793893e+02]
Lasso,5,4,mse,no,[7.74539161e-02 1.01997701e-01 7.84330098e-01 1.96699870e+02]
Lasso,6,4,r2_score,yes,[-7.91217738e-02 -4.79874743e-03 -3.78066464e-01 -1.89793893e+02]
Lasso,6,4,r2_score,no,[-7.74539161e-02 -1.01997701e-01 -7.84330098e-01 -1.96699870e+02]
Lasso,6,4,mae,yes,[-0.6542481  -0.57134872 -1.38106018 -0.58117168]
Lasso,6,4,mae,no,[-0.64757973 -0.45306428 -1.70851085 -0.61139316]
Lasso,6,4,mse,yes,[7.91217738e-02 4.79874743e-03 3.78066464e-01 1.89793893e+02]
Lasso,6,4,mse,no,[7.74539161e-02 1.01997701e-01 7.84330098e-01 1.96699870e+02]
Lasso,7,4,r2_score,yes,[-7.91217738e-02 -4.79874743e-03 -3.78066464e-01 -1.89793893e+02]
Lasso,7,4,r2_score,no,[-7.74539161e-02 -1.01997701e-01 -7.84330098e-01 -1.96699870e+02]
Lasso,7,4,mae,yes,[-0.6542481  -0.57134872 -1.38106018 -0.58117168]
Lasso,7,4,mae,no,[-0.64757973 -0.45306428 -1.70851085 -0.61139316]
Lasso,7,4,mse,yes,[7.91217738e-02 4.79874743e-03 3.78066464e-01 1.89793893e+02]
Lasso,7,4,mse,no,[7.74539161e-02 1.01997701e-01 7.84330098e-01 1.96699870e+02]
Lasso,8,4,r2_score,yes,[-7.91217738e-02 -4.79874743e-03 -3.78066464e-01 -1.89793893e+02]
Lasso,8,4,r2_score,no,[-7.74539161e-02 -1.01997701e-01 -7.84330098e-01 -1.96699870e+02]
Lasso,8,4,mae,yes,[-0.6542481  -0.57134872 -1.38106018 -0.58117168]
Lasso,8,4,mae,no,[-0.64757973 -0.45306428 -1.70851085 -0.61139316]
Lasso,8,4,mse,yes,[7.91217738e-02 4.79874743e-03 3.78066464e-01 1.89793893e+02]
Lasso,8,4,mse,no,[7.74539161e-02 1.01997701e-01 7.84330098e-01 1.96699870e+02]
Lasso,9,4,r2_score,yes,[-7.91217738e-02 -4.79874743e-03 -3.78066464e-01 -1.89793893e+02]
Lasso,9,4,r2_score,no,[-7.74539161e-02 -1.01997701e-01 -7.84330098e-01 -1.96699870e+02]
Lasso,9,4,mae,yes,[-0.6542481  -0.57134872 -1.38106018 -0.58117168]
Lasso,9,4,mae,no,[-0.64757973 -0.45306428 -1.70851085 -0.61139316]
Lasso,9,4,mse,yes,[7.91217738e-02 4.79874743e-03 3.78066464e-01 1.89793893e+02]
Lasso,9,4,mse,no,[7.74539161e-02 1.01997701e-01 7.84330098e-01 1.96699870e+02]
Lasso,10,4,r2_score,yes,[-7.91217738e-02 -4.79874743e-03 -3.78066464e-01 -1.89793893e+02]
Lasso,10,4,r2_score,no,[-7.74539161e-02 -1.01997701e-01 -7.84330098e-01 -1.96699870e+02]
Lasso,10,4,mae,yes,[-0.6542481  -0.57134872 -1.38106018 -0.58117168]
Lasso,10,4,mae,no,[-0.64757973 -0.45306428 -1.70851085 -0.61139316]
Lasso,10,4,mse,yes,[7.91217738e-02 4.79874743e-03 3.78066464e-01 1.89793893e+02]
Lasso,10,4,mse,no,[7.74539161e-02 1.01997701e-01 7.84330098e-01 1.96699870e+02]
Lasso,11,4,r2_score,yes,[-7.91217738e-02 -4.79874743e-03 -3.78066464e-01 -1.89793893e+02]
Lasso,11,4,r2_score,no,[-7.74539161e-02 -1.01997701e-01 -7.84330098e-01 -1.96699870e+02]
Lasso,11,4,mae,yes,[-0.6542481  -0.57134872 -1.38106018 -0.58117168]
Lasso,11,4,mae,no,[-0.64757973 -0.45306428 -1.70851085 -0.61139316]
Lasso,11,4,mse,yes,[7.91217738e-02 4.79874743e-03 3.78066464e-01 1.89793893e+02]
Lasso,11,4,mse,no,[7.74539161e-02 1.01997701e-01 7.84330098e-01 1.96699870e+02]
Lasso,12,4,r2_score,yes,[-7.91217738e-02 -4.79874743e-03 -3.78066464e-01 -1.89793893e+02]
Lasso,12,4,r2_score,no,[-7.74539161e-02 -1.01997701e-01 -7.84330098e-01 -1.96699870e+02]
Lasso,12,4,mae,yes,[-0.6542481  -0.57134872 -1.38106018 -0.58117168]
Lasso,12,4,mae,no,[-0.64757973 -0.45306428 -1.70851085 -0.61139316]
Lasso,12,4,mse,yes,[7.91217738e-02 4.79874743e-03 3.78066464e-01 1.89793893e+02]
Lasso,12,4,mse,no,[7.74539161e-02 1.01997701e-01 7.84330098e-01 1.96699870e+02]
Lasso,13,4,r2_score,yes,[-7.91217738e-02 -4.79874743e-03 -3.78066464e-01 -1.89793893e+02]
Lasso,13,4,r2_score,no,[-7.74539161e-02 -1.01997701e-01 -7.84330098e-01 -1.96699870e+02]
Lasso,13,4,mae,yes,[-0.6542481  -0.57134872 -1.38106018 -0.58117168]
Lasso,13,4,mae,no,[-0.64757973 -0.45306428 -1.70851085 -0.61139316]
Lasso,13,4,mse,yes,[7.91217738e-02 4.79874743e-03 3.78066464e-01 1.89793893e+02]
Lasso,13,4,mse,no,[7.74539161e-02 1.01997701e-01 7.84330098e-01 1.96699870e+02]
Lasso,14,4,r2_score,yes,[-7.91217738e-02 -4.79874743e-03 -3.78066464e-01 -1.89793893e+02]
Lasso,14,4,r2_score,no,[-7.74539161e-02 -1.01997701e-01 -7.84330098e-01 -1.96699870e+02]
Lasso,14,4,mae,yes,[-0.6542481  -0.57134872 -1.38106018 -0.58117168]
Lasso,14,4,mae,no,[-0.64757973 -0.45306428 -1.70851085 -0.61139316]
Lasso,14,4,mse,yes,[7.91217738e-02 4.79874743e-03 3.78066464e-01 1.89793893e+02]
Lasso,14,4,mse,no,[7.74539161e-02 1.01997701e-01 7.84330098e-01 1.96699870e+02]
Lasso,15,4,r2_score,yes,[-7.91217738e-02 -4.79874743e-03 -3.78066464e-01 -1.89793893e+02]
